"","M","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","presUsed","useM","popM.li","latentM"
"818","2020-07",2020,"Brazil","Bolsonaro",33.3,39.7,NA,24.2,2.8,"Ot-Bom",NA,1000,"Online Panel","Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Offerwise","FŃrum/Offerwise","https://revistaforum.com.br/pesquisaforum/pesquisa-forum-avaliacao-de-bolsonaro-se-mantem-estavel-com-333-de-otimo-e-bom/",NA,"BOLSONARO",2020-07-17,"2020-3","BOLSONARO",TRUE,29.95,23.8116906643328
"819","2020-07",2020,"Brazil","Bolsonaro",34.3,38,NA,25.8,2,"Ot-Bom",NA,2030,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","https://www.paranapesquisas.com.br/pesquisas/pesquisa-nacional-situacao-eleitoral-para-o-executivo-federal-a-presidente-em-2022-e-avaliacao-da-administracao-federal-julho-2020/",NA,"BOLSONARO",2020-07-21,"2020-3","BOLSONARO",TRUE,29.95,23.8116906643328
"820","2020-07",2020,"Brazil","Bolsonaro",30,43,NA,23,4,"Ot-Bom",NA,2500,"Telephone","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","https://www.poder360.com.br/poderdata/entenda-como-foi-realizada-a-pesquisa-datapoder360/",NA,"BOLSONARO",2020-07-22,"2020-3","BOLSONARO",TRUE,29.95,23.8116906643328
"821","2020-08",2020,"Brazil","Bolsonaro",32,41,NA,25,2,"Ot-Bom",NA,2500,"Telephone","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-45-e-desaprovado-por-45/",NA,"BOLSONARO",2020-08-05,"2020-3","BOLSONARO",TRUE,36.75,31.2376112159704
"822","2020-08",2020,"Brazil","Bolsonaro",37,34,NA,27,1,"Ot-Bom",NA,2065,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2020/08/1988832-aprovacao-a-bolsonaro-cresce-e-e-a-mais-alta-desde-inicio-de-mandato.shtml",NA,"BOLSONARO",2020-08-12,"2020-3","BOLSONARO",TRUE,36.75,31.2376112159704
"823","2020-08",2020,"Brazil","Bolsonaro",37,37,NA,23,3,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2020-08-15,"2020-3","BOLSONARO",TRUE,36.75,31.2376112159704
"824","2020-08",2020,"Brazil","Bolsonaro",38,35,NA,23,4,"Ot-Bom",NA,2500,"Telephone","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","https://www.poder360.com.br/poderdata/aprovacao-do-governo-sobe-para-52-desaprovacao-cai-para-40/",NA,"BOLSONARO",2020-08-19,"2020-3","BOLSONARO",TRUE,36.75,31.2376112159704
"825","2020-08",2020,"Brazil","Bolsonaro",37.5,35.3,NA,24.1,3.1,"Ot-Bom",NA,1000,"Online Panel","Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Offerwise","FŃrum/Offerwise","https://revistaforum.com.br/pesquisaforum/pesquisa-forum-avaliacao-de-bolsonaro-melhora-e-otimo-e-bom-bate-em-375/",NA,"BOLSONARO",2020-08-24,"2020-3","BOLSONARO",TRUE,36.75,31.2376112159704
"826","2020-08",2020,"Brazil","Bolsonaro",39,39,NA,20,2,"Ot-Bom",NA,1235,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-segue-em-38/",NA,"BOLSONARO",2020-08-31,"2020-3","BOLSONARO",TRUE,36.75,31.2376112159704
"827","2020-09",2020,"Brazil","Bolsonaro",39,34,NA,24,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-50-e-desaprovado-por-41/",NA,"BOLSONARO",2020-09-02,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"828","2020-09",2020,"Brazil","Bolsonaro",35,35,NA,30,0,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-bolsonaro-atinge-40-de-aprovacao-a-maior-desde-fevereiro/",NA,"BOLSONARO",2020-09-11,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"829","2020-09",2020,"Brazil","Bolsonaro",39,36,NA,24,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_09.pdf",NA,"BOLSONARO",2020-09-11,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"830","2020-09",2020,"Brazil","Bolsonaro",30,46,NA,22,2,"Ot-Bom",NA,NA,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2020-09-15,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"831","2020-09",2020,"Brazil","Bolsonaro",38,34,NA,25,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-49-e-desaprovado-por-44/",NA,"BOLSONARO",2020-09-16,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"832","2020-09",2020,"Brazil","Bolsonaro",40,29,NA,29,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI-IBOPE","https://g1.globo.com/politica/noticia/2020/09/24/governo-bolsonaro-tem-aprovacao-de-40percent-e-reprovacao-de-29percent-diz-pesquisa-ibope.ghtml",NA,"BOLSONARO",2020-09-20,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"833","2020-09",2020,"Brazil","Bolsonaro",34,39,NA,26,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-cai-a-35-a-pior-dos-ultimos-meses/",NA,"BOLSONARO",2020-09-24,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"834","2020-09",2020,"Brazil","Bolsonaro",38,30,NA,27,5,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-52-e-desaprovado-por-42/",NA,"BOLSONARO",2020-09-30,"2020-3","BOLSONARO",TRUE,36.625,31.1748682983002
"835","2020-10",2020,"Brazil","Bolsonaro",34.9,36.5,NA,26.2,2.5,"Ot-Bom",NA,1000,"Online Panel","Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Offerwise","FŃrum/Offerwise","https://revistaforum.com.br/noticias/otimo-e-bom-de-bolsonaro-cai-e-ruim-e-pessimo-sobe-em-nova-pesquisa-forum/",NA,"BOLSONARO",2020-10-05,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"836","2020-10",2020,"Brazil","Bolsonaro",36,37,NA,25,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-volta-a-subir-e-chega-a-39/",NA,"BOLSONARO",2020-10-08,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"837","2020-10",2020,"Brazil","Bolsonaro",39,31,NA,28,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_10.pdf",NA,"BOLSONARO",2020-10-11,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"838","2020-10",2020,"Brazil","Bolsonaro",38.7,32.1,NA,27.2,2,"Ot-Bom",NA,NA,NA,"A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","VEJA/Parana","https://veja.abril.com.br/politica/pesquisa-aprovacao-de-bolsonaro-cresce-mesmo-em-meio-a-crise-da-covid-19/",NA,"BOLSONARO",2020-10-13,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"839","2020-10",2020,"Brazil","Bolsonaro",40,33,NA,25,2,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-52-e-desaprovado-por-41-mostra-poderdata/",NA,"BOLSONARO",2020-10-14,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"840","2020-10",2020,"Brazil","Bolsonaro",37,34,NA,27,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-bolsonaro-mantem-indice-de-aprovacao-de-39/",NA,"BOLSONARO",2020-10-22,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"841","2020-10",2020,"Brazil","Bolsonaro",41.2,27.2,NA,30.3,1.3,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/agencia-cnt/cnt-divulga-nova-rodada-da-pesquisa-de-opiniao-2020",NA,"BOLSONARO",2020-10-24,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"842","2020-10",2020,"Brazil","Bolsonaro",38,35,NA,23,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-48-e-desaprovado-por-42-mostra-poderdata/",NA,"BOLSONARO",2020-10-28,"2020-4","BOLSONARO",TRUE,38.1,33.5289019389672
"843","2020-11",2020,"Brazil","Bolsonaro",37,33,NA,27,3,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-do-presidente-bolsonaro-segue-estavel-em-38/",NA,"BOLSONARO",2020-11-05,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"844","2020-11",2020,"Brazil","Bolsonaro",30.9,40,NA,27.5,1.6,"Ot-Bom",NA,1000,"Online Panel","Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Offerwise","FŃrum/Offerwise","https://revistaforum.com.br/pesquisaforum/pesquisa-forum-popularidade-de-bolsonaro-volta-a-cair-e-ruim-ou-pessimo-bate-em-40/",NA,"BOLSONARO",2020-11-09,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"845","2020-11",2020,"Brazil","Bolsonaro",36,40,NA,21,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/rejeicao-ao-trabalho-de-bolsonaro-cresce-enquanto-aprovacao-ao-governo-cai/",NA,"BOLSONARO",2020-11-11,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"846","2020-11",2020,"Brazil","Bolsonaro",31,46,NA,21,2,"Ot-Bom",NA,NA,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2020-11-15,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"847","2020-11",2020,"Brazil","Bolsonaro",41,31,NA,26,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-vai-a-41-a-mais-alta-em-quase-2-anos/",NA,"BOLSONARO",2020-11-19,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"848","2020-11",2020,"Brazil","Bolsonaro",37,34,NA,28,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_11.pdf",NA,"BOLSONARO",2020-11-20,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"849","2020-11",2020,"Brazil","Bolsonaro",36,40,NA,19,5,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2020-11-25,"2020-4","BOLSONARO",TRUE,35.5571428571429,34.6857815447407
"850","2020-12",2020,"Brazil","Bolsonaro",37.2,37.3,NA,24.4,1.2,"Ot-Bom",NA,2036,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","https://www.paranapesquisas.com.br/pesquisas/pesquisa-nacional-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-novembro-2020/",NA,"BOLSONARO",2020-12-01,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"851","2020-12",2020,"Brazil","Bolsonaro",35,37,NA,27,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2020-12-03,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"852","2020-12",2020,"Brazil","Bolsonaro",35,33,32,NA,NA,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI-IBOPE","https://valor.globo.com/politica/noticia/2020/12/16/governo-bolsonaro-e-aprovado-por-35percent-e-reprovado-por-33percent-aponta-ibope.ghtml",NA,"BOLSONARO",2020-12-08,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"853","2020-12",2020,"Brazil","Bolsonaro",37,40,NA,20,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2020-12-09,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"854","2020-12",2020,"Brazil","Bolsonaro",37,32,NA,29,2,"Ot-Bom",NA,2016,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2020/12/1989183-bolsonaro-mantem-aprovacao-de-37-e-32-reprovam-seu-governo.shtml",NA,"BOLSONARO",2020-12-10,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"855","2020-12",2020,"Brazil","Bolsonaro",38,35,NA,25,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2020-12-15,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"856","2020-12",2020,"Brazil","Bolsonaro",36,35,NA,27,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2020-12-17,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"857","2020-12",2020,"Brazil","Bolsonaro",39,42,NA,17,2,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2020-12-23,"2020-4","BOLSONARO",TRUE,36.775,32.327989921304
"858","2021-01",2021,"Brazil","Bolsonaro",35,44,NA,18,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-01-06,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"859","2021-01",2021,"Brazil","Bolsonaro",32,40,NA,26,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-01-14,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"860","2021-01",2021,"Brazil","Bolsonaro",38,34,NA,27,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2021-01-14,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"861","2021-01",2021,"Brazil","Bolsonaro",35,43,NA,20,2,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-01-20,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"862","2021-01",2021,"Brazil","Bolsonaro",31,40,NA,26,3,"Ot-Bom",NA,2030,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2021/01/1989211-aprovacao-a-bolsonaro-cai-de-37-para-31-e-reprovacao-vai-a-40.shtml",NA,"BOLSONARO",2021-01-21,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"863","2021-01",2021,"Brazil","Bolsonaro",27,45,NA,26,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2021-01-21,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"864","2021-01",2021,"Brazil","Bolsonaro",28,53,NA,19,0,"Ot-Bom",NA,3073,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2021-01-24,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"865","2021-01",2021,"Brazil","Bolsonaro",33.3,39.6,NA,25.4,1.6,"Ot-Bom",NA,2002,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","https://www.paranapesquisas.com.br/wp-content/uploads/2021/02/M%C3%ADdiaAvalia%C3%A7%C3%A3oFederal_Jan21.pdf",NA,"BOLSONARO",2021-01-26,"2021-1","BOLSONARO",TRUE,32.4125,27.583038066074
"866","2021-02",2021,"Brazil","Bolsonaro",33,41,NA,22,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-02-03,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"867","2021-02",2021,"Brazil","Bolsonaro",30,42,NA,25,3,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-02-04,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"868","2021-02",2021,"Brazil","Bolsonaro",31,43,NA,24,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame-membercenter-static.s3.us-east-2.amazonaws.com/imagens/EXAME+IDEIA+12+FEV+2021+(3).pdf",NA,"BOLSONARO",2021-02-11,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"869","2021-02",2021,"Brazil","Bolsonaro",31,48,NA,18,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-02-17,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"870","2021-02",2021,"Brazil","Bolsonaro",32.9,35.5,NA,30.2,1.4,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/agencia-cnt/resultados-primeira-pesquisa-cnt-2021",NA,"BOLSONARO",2021-02-20,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"871","2021-02",2021,"Brazil","Bolsonaro",31,42,NA,24,3,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-02-23,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"872","2021-02",2021,"Brazil","Bolsonaro",28,39,NA,NA,NA,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IPEC-ExIBOPE","https://oglobo.globo.com/brasil/bolsonaro-aparece-com-aprovacao-abaixo-de-30-tem-evangelicos-como-principal-base-conheca-pesquisa-24908578",NA,NA,"BOLSONARO",2021-02-23,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"873","2021-02",2021,"Brazil","Bolsonaro",30,43,NA,25,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://obrasilianista.com.br/2021/02/26/exame-ideia-big-data-43-avaliam-o-governo-negativamente-avaliacao-positiva-soma-30/",NA,"BOLSONARO",2021-02-25,"2021-1","BOLSONARO",TRUE,30.8625,25.0633320885804
"874","2021-03",2021,"Brazil","Bolsonaro",34,40.6,NA,23.7,1.7,"Ot-Bom",NA,2080,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","http://www.paranapesquisas.com.br/wp-content/uploads/2021/03/M%C3%ADdia_AdmFederal-BR_Mar21.pdf",NA,"BOLSONARO",2021-03-01,"2021-1","BOLSONARO",TRUE,28.2777777777778,23.829143482135
"875","2021-03",2021,"Brazil","Bolsonaro",31,47,NA,18,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-03-03,"2021-1","BOLSONARO",TRUE,28.2777777777778,23.829143482135
"876","2021-03",2021,"Brazil","Bolsonaro",24.5,57,NA,18.2,0.3,"Ot-Bom",NA,3721,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2021-03-10,"2021-1","BOLSONARO",TRUE,28.2777777777778,23.829143482135
"877","2021-03",2021,"Brazil","Bolsonaro",30,45,NA,24,1,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-03-11,"2021-1","BOLSONARO",TRUE,28.2777777777778,23.829143482135
"878","2021-03",2021,"Brazil","Bolsonaro",28,46,NA,23.5,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","Toledo/Piau�",NA,"BOLSONARO",2021-03-11,"2021-1","BOLSONARO",TRUE,28.2777777777778,23.829143482135
"879","2021-03",2021,"Brazil","Bolsonaro",30,44,NA,24,2,"Ot-Bom",NA,2023,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2021/03/1989225-reprovacao-a-bolsonaro-vai-a-44-e-56-o-veem-como-lideranca-incapaz.shtml",NA,"BOLSONARO",2021-03-16,"2021-1","BOLSONARO",TRUE,28.2777777777778,23.829143482135
