"","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","M"
"775",2020,"Brazil","Bolsonaro",38,35,NA,23,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-48-e-desaprovado-por-42-mostra-poderdata/",NA,"BOLSONARO",2020-10-28,"2020-4","2020-10"
"776",2020,"Brazil","Bolsonaro",37,33,NA,27,3,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-do-presidente-bolsonaro-segue-estavel-em-38/",NA,"BOLSONARO",2020-11-05,"2020-4","2020-11"
"777",2020,"Brazil","Bolsonaro",30.9,40,NA,27.5,1.6,"Ot-Bom",NA,1000,"Online Panel","Na sua opiniÜo, o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Offerwise","FŃrum/Offerwise","https://revistaforum.com.br/pesquisaforum/pesquisa-forum-popularidade-de-bolsonaro-volta-a-cair-e-ruim-ou-pessimo-bate-em-40/",NA,"BOLSONARO",2020-11-09,"2020-4","2020-11"
"778",2020,"Brazil","Bolsonaro",36,40,NA,21,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/rejeicao-ao-trabalho-de-bolsonaro-cresce-enquanto-aprovacao-ao-governo-cai/",NA,"BOLSONARO",2020-11-11,"2020-4","2020-11"
"779",2020,"Brazil","Bolsonaro",31,46,NA,21,2,"Ot-Bom",NA,NA,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2020-11-15,"2020-4","2020-11"
"780",2020,"Brazil","Bolsonaro",41,31,NA,26,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-vai-a-41-a-mais-alta-em-quase-2-anos/",NA,"BOLSONARO",2020-11-19,"2020-4","2020-11"
"781",2020,"Brazil","Bolsonaro",37,34,NA,28,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_11.pdf",NA,"BOLSONARO",2020-11-20,"2020-4","2020-11"
"782",2020,"Brazil","Bolsonaro",36,40,NA,19,5,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2020-11-25,"2020-4","2020-11"
"783",2020,"Brazil","Bolsonaro",37.2,37.3,NA,24.4,1.2,"Ot-Bom",NA,2036,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","https://www.paranapesquisas.com.br/pesquisas/pesquisa-nacional-situacao-eleitoral-para-o-executivo-federal-em-2022-e-avaliacao-da-administracao-federal-novembro-2020/",NA,"BOLSONARO",2020-12-01,"2020-4","2020-12"
"784",2020,"Brazil","Bolsonaro",35,37,NA,27,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2020-12-03,"2020-4","2020-12"
"785",2020,"Brazil","Bolsonaro",35,33,32,NA,NA,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI-IBOPE","https://valor.globo.com/politica/noticia/2020/12/16/governo-bolsonaro-e-aprovado-por-35percent-e-reprovado-por-33percent-aponta-ibope.ghtml",NA,"BOLSONARO",2020-12-08,"2020-4","2020-12"
"786",2020,"Brazil","Bolsonaro",37,40,NA,20,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2020-12-09,"2020-4","2020-12"
"787",2020,"Brazil","Bolsonaro",37,32,NA,29,2,"Ot-Bom",NA,2016,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2020/12/1989183-bolsonaro-mantem-aprovacao-de-37-e-32-reprovam-seu-governo.shtml",NA,"BOLSONARO",2020-12-10,"2020-4","2020-12"
"788",2020,"Brazil","Bolsonaro",38,35,NA,25,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2020-12-15,"2020-4","2020-12"
"789",2020,"Brazil","Bolsonaro",36,35,NA,27,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2020-12-17,"2020-4","2020-12"
"790",2020,"Brazil","Bolsonaro",39,42,NA,17,2,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2020-12-23,"2020-4","2020-12"
"791",2021,"Brazil","Bolsonaro",35,44,NA,18,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-01-06,"2021-1","2021-01"
"792",2021,"Brazil","Bolsonaro",32,40,NA,26,2,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-01-14,"2021-1","2021-01"
"793",2021,"Brazil","Bolsonaro",38,34,NA,27,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2021-01-14,"2021-1","2021-01"
"794",2021,"Brazil","Bolsonaro",35,43,NA,20,2,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-01-20,"2021-1","2021-01"
"795",2021,"Brazil","Bolsonaro",31,40,NA,26,3,"Ot-Bom",NA,2030,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2021/01/1989211-aprovacao-a-bolsonaro-cai-de-37-para-31-e-reprovacao-vai-a-40.shtml",NA,"BOLSONARO",2021-01-21,"2021-1","2021-01"
"796",2021,"Brazil","Bolsonaro",27,45,NA,26,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame.com/brasil/exame-ideia-aprovacao-de-bolsonaro-despenca-de-37-para-26/",NA,"BOLSONARO",2021-01-21,"2021-1","2021-01"
"797",2021,"Brazil","Bolsonaro",28,53,NA,19,0,"Ot-Bom",NA,3073,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2021-01-24,"2021-1","2021-01"
"798",2021,"Brazil","Bolsonaro",33.3,39.6,NA,25.4,1.6,"Ot-Bom",NA,2002,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","https://www.paranapesquisas.com.br/wp-content/uploads/2021/02/M%C3%ADdiaAvalia%C3%A7%C3%A3oFederal_Jan21.pdf",NA,"BOLSONARO",2021-01-26,"2021-1","2021-01"
"799",2021,"Brazil","Bolsonaro",33,41,NA,22,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-02-03,"2021-1","2021-02"
"800",2021,"Brazil","Bolsonaro",30,42,NA,25,3,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-02-04,"2021-1","2021-02"
"801",2021,"Brazil","Bolsonaro",31,43,NA,24,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://exame-membercenter-static.s3.us-east-2.amazonaws.com/imagens/EXAME+IDEIA+12+FEV+2021+(3).pdf",NA,"BOLSONARO",2021-02-11,"2021-1","2021-02"
"802",2021,"Brazil","Bolsonaro",31,48,NA,18,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-02-17,"2021-1","2021-02"
"803",2021,"Brazil","Bolsonaro",32.9,35.5,NA,30.2,1.4,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/agencia-cnt/resultados-primeira-pesquisa-cnt-2021",NA,"BOLSONARO",2021-02-20,"2021-1","2021-02"
"804",2021,"Brazil","Bolsonaro",31,42,NA,24,3,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-02-23,"2021-1","2021-02"
"805",2021,"Brazil","Bolsonaro",28,39,NA,NA,NA,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","https://oglobo.globo.com/brasil/bolsonaro-aparece-com-aprovacao-abaixo-de-30-tem-evangelicos-como-principal-base-conheca-pesquisa-24908578",NA,NA,"BOLSONARO",2021-02-23,"2021-1","2021-02"
"806",2021,"Brazil","Bolsonaro",30,43,NA,25,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","https://obrasilianista.com.br/2021/02/26/exame-ideia-big-data-43-avaliam-o-governo-negativamente-avaliacao-positiva-soma-30/",NA,"BOLSONARO",2021-02-25,"2021-1","2021-02"
"807",2021,"Brazil","Bolsonaro",34,40.6,NA,23.7,1.7,"Ot-Bom",NA,2080,"Telephone","A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?","Parana","Parana","http://www.paranapesquisas.com.br/wp-content/uploads/2021/03/M%C3%ADdia_AdmFederal-BR_Mar21.pdf",NA,"BOLSONARO",2021-03-01,"2021-1","2021-03"
"808",2021,"Brazil","Bolsonaro",31,47,NA,18,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-03-03,"2021-1","2021-03"
"809",2021,"Brazil","Bolsonaro",24.5,57,NA,18.2,0.3,"Ot-Bom",NA,3721,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2021-03-10,"2021-1","2021-03"
"810",2021,"Brazil","Bolsonaro",30,45,NA,24,1,"Ot-Bom",NA,1000,"Telephone","Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","https://conteudos.xpi.com.br/politica/pesquisas-xp-2/",NA,"BOLSONARO",2021-03-11,"2021-1","2021-03"
"811",2021,"Brazil","Bolsonaro",28,46,NA,23.5,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","Toledo/Piau�",NA,"BOLSONARO",2021-03-11,"2021-1","2021-03"
"812",2021,"Brazil","Bolsonaro",30,44,NA,24,2,"Ot-Bom",NA,2023,"Telephone","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2021/03/1989225-reprovacao-a-bolsonaro-vai-a-44-e-56-o-veem-como-lideranca-incapaz.shtml",NA,"BOLSONARO",2021-03-16,"2021-1","2021-03"
"813",2021,"Brazil","Bolsonaro",24,52,NA,23,1,"Ot-Bom",NA,3500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/desaprovacao-ao-trabalho-de-bolsonaro-chega-a-55-no-sudeste-recorde-na-pandemia/",NA,"BOLSONARO",2021-03-17,"2021-1","2021-03"
"814",2021,"Brazil","Bolsonaro",27,49,NA,22,2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","Toledo/Piau�",NA,"BOLSONARO",2021-03-25,"2021-1","2021-03"
"815",2021,"Brazil","Bolsonaro",26,53,NA,19,2,"Ot-Bom",NA,3500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/rejeicao-ao-governo-segue-em-alta-mas-1-3-dos-eleitores-apoiam-bolsonaro/",NA,"BOLSONARO",2021-03-31,"2021-1","2021-03"
"816",2021,"Brazil","Bolsonaro",24,51.5,NA,22.3,2.2,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","Toledo/Piau�","2021-IdeaBigData-Toledo-Abril.jpeg","BOLSONARO",2021-04-08,"2021-2","2021-04"
"817",2021,"Brazil","Bolsonaro",26,55,NA,18,1,"Ot-Bom",NA,3500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/56-rejeitam-governo-bolsonaro-taxa-parece-ter-atingido-o-pico/",NA,"BOLSONARO",2021-04-14,"2021-2","2021-04"
"818",2021,"Brazil","Bolsonaro",23,52,NA,19,1,"Ot-Bom",NA,1200,"Telephone","Como voc� avalia o Governo de Jair Bolsonaro at_ o momento?","IdeiaBigData","EXAME/IDEIA","Toledo/Piau�","2021Toledo-IdeaBigData-Evolutivo - Avaliação e Aprovação do Governo Federal (07.4) (1).xlsx","BOLSONARO",2021-04-22,"2021-2","2021-04"
"819",2021,"Brazil","Bolsonaro",26,51,NA,19,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/57-desaprovam-e-35-aprovam-governo-bolsonaro-taxas-ficam-estaveis/",NA,"BOLSONARO",2021-04-28,"2021-2","2021-04"
"820",2021,"Brazil","Bolsonaro",31.5,52.6,NA,15.3,0.6,"Ot-Bom",NA,3828,"Online","Como voc� avalia o governo do presidente Jair Bolsonaro?","Atlas","Atlas","https://www.atlasintel.org/polls/general-release-polls",NA,"BOLSONARO",2021-05-09,"2021-2","2021-05"
"821",2021,"Brazil","Bolsonaro",24,45,NA,30,1,"Ot-Bom",NA,2071,"In person","Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","https://datafolha.folha.uol.com.br/opiniaopublica/2021/05/1989297-aprovacao-a-governo-bolsonaro-cai-de-30-para-24.shtml",NA,"BOLSONARO",2021-05-12,"2021-2","2021-05"
"822",2021,"Brazil","Bolsonaro",28,51,NA,19,2,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/rejeicao-segue-alta-mas-aprovacao-a-bolsonaro-e-ao-governo-ensaia-reacao/",NA,"BOLSONARO",2021-05-12,"2021-2","2021-05"
"823",2021,"Brazil","Bolsonaro",28,55,NA,13,4,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/rejeicao-ao-governo-bolsonaro-volta-ao-recorde-de-59-aprovacao-e-de-35/",NA,"BOLSONARO",2021-05-26,"2021-2","2021-05"
"824",2021,"Brazil","Bolsonaro",30,52,NA,17,1,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/reprovacao-ao-governo-bolsonaro-recua-para-54-mostra-poderdata/",NA,"BOLSONARO",2021-06-09,"2021-2","2021-06"
"825",2021,"Brazil","Bolsonaro",24,49,NA,26,1,"Ot-Bom",NA,2002,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","IPEC","https://g1.globo.com/politica/noticia/2021/06/24/aprovacao-do-governo-bolsonaro-cai-para-23percent-e-reprovacao-sobe-para-50percent-aponta-pesquisa-ipec.ghtml",NA,"BOLSONARO",2021-06-21,"2021-2","2021-06"
"826",2021,"Brazil","Bolsonaro",28,50,NA,19,3,"Ot-Bom",NA,2500,"Telephone-IVR","De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","Band/PoderData","https://www.poder360.com.br/poderdata/para-50-bolsonaro-e-ruim-ou-pessimo-28-dizem-ser-otimo-ou-bom/",NA,"BOLSONARO",2021-06-23,"2021-2","2021-06"
